Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode
16.1.2014;51004-1101;;Rohrleitung, Pipeline;Flaeche;aus ALKIS
1.1.2012;02320-2523;;Rohrleitung, Pipeline unter der Erd-, der Wasseroberfläche, Erdkabel;Linie;aus ALKIS
1.1.2012;53009-2020;;Rückhaltebecken;Flaeche;aus ALKIS
1.1.2012;53009-2020;;Rückhaltebecken;Linie;aus ALKIS
1.1.2012;31001-3035;;Rundfunk, Fernsehen;Flaeche;aus ALKIS
1.1.2012;02310-3411;;Safaripark, Wildpark (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;31001-3242;;Sanatorium;Flaeche;aus ALKIS
16.1.2014;1195.0000;2.4.6.5;S-Bahn-Bahnhof, -Haltestelle, -Haltepunkt (Nutzungssymbol);Punkt;für Vermessung
1.1.2012;02310-3330;;S-Bahn-Bahnhof, -Haltestelle, -Haltepunkt (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;31001-3095;;S-Bahn-Bahnhof-Gebäude;Flaeche;aus ALKIS
1.1.2012;5282.7002;;Schaltverteiler für WVZ-Anlage;Punkt;für Vermessung
16.1.2014;2721.0000;2.4.4;Scheune;Text;für Vermessung
1.1.2012;3435.0000;2.5.3.2;Schieberkappe, -schacht (Gasversorgung);Punkt;für Vermessung
1.1.2012;3429.0000;2.5.3.1;Schieberkappe, -schacht (Wasserversorgung);Punkt;für Vermessung
1.1.2012;5411.0000;2.3.4.1;Schienenbahngleisachse;Linie;für Vermessung
16.1.2014;3507.0000;2.5.5.9;Schienensinkkasten;Punkt;für Vermessung
1.1.2012;02310-3524;;Schießanlage (Symbol);Punkt;aus ALKIS
1.1.2012;3498.0000;2.5.3.12;Schilderpfahl (allg.);Punkt;für Vermessung
1.1.2012;3498.0000;2.5.3.12;Schilderpfahl (allg.);Text;für Vermessung
1.1.2012;3498.7002;;Schilderpfahl (sonst. Versorgung);Punkt;für Vermessung
1.1.2012;3498.7002;;Schilderpfahl (sonst. Versorgung);Text;für Vermessung
1.1.2012;3498.7001;;Schilderpfahl (Wasserversorgung);Punkt;für Vermessung
1.1.2012;3498.7001;;Schilderpfahl (Wasserversorgung);Text;für Vermessung
16.1.2014;6206.0000;2.2.7.26;Schilf, Reith, Reet, Rohr;Flaeche;für Vermessung
16.1.2014;6206.0000;2.2.7.26;Schilf, Reith, Reet, Rohr (Nutzungsarten-Gruppensymbol);Punkt;für Vermessung
1.1.2012;3521.0000;2.5.5.10;Schlammbecken, -fang;Punkt;für Vermessung
16.1.2014;3532.0000;2.5.2.12;Schlitzrinne;Linie;für Vermessung
1.1.2012;31001-3031;;Schloss;Flaeche;aus ALKIS
16.1.2014;0719.0001;;Schneiderahmen / Faltmarkierung;Linie;für Vermessung
1.1.2012;3911.0000;2.7.3.4;Schornstein;Punkt;für Vermessung
1.1.2012;02320-2513;;Schornstein, Schlot, Esse im Gebäude;Linie;aus ALKIS
16.1.2014;5477.7001;;Schranke;Punkt;für Vermessung
1.1.2012;8092.0000;2.1.7.2;Schreibpegel;Punkt;für Vermessung
1.1.2012;31001-3021;;Schule, allgemein bildende;Flaeche;aus ALKIS
1.1.2012;31001-3022;;Schule, berufsbildend;Flaeche;aus ALKIS
16.1.2014;2723.0000;2.4.4;Schuppen;Text;für Vermessung
1.1.2012;31001-3074;;Schutzbunker;Flaeche;aus ALKIS
1.1.2012;9291.0000;2.3.2.3;Schutzeinrichtung, abweisend, Leitplanke (einseitig), rechts;Linie;für Vermessung
1.1.2012;9292.0000;2.3.2.4;Schutzeinrichtung, abweisend, Leitplanke (zweiseitig) mittig;Linie;für Vermessung
1.1.2012;31001-3281;;Schutzhütte;Flaeche;aus ALKIS
16.1.2014;8611.0000;3.3.8;See;Text;für Vermessung
1.1.2012;02310-3439;;Segelfluggelände (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;53005-2300;;Seil- und Schwebebahn (zur Personenbeförderung);Linie;aus ALKIS
1.1.2012;5445.0000;2.3.6.2;Seil- und Schwebebahn Materialbeförderung;Linie;für Vermessung
16.1.2014;5444.7001;;Seil- und Schwebebahn, Sessellift, Skiaufzug;Linie;für Vermessung
1.1.2012;51001-1008;;Sende-, Funk-, Fernmeldeturm;Flaeche;aus ALKIS
1.1.2012;31001-3063;;Seniorenfreizeitstätte;Flaeche;aus ALKIS
16.1.2014;5447.0000;2.3.6.4;Sessellift;Linie;für Vermessung
1.1.2012;13002-0000;;Sicherungspunkt;Punkt;aus AFIS
16.1.2014;#232.7002;;Sichtweitenmeßgerät;Punkt;für Vermessung
1.1.2012;3531.0000;2.5.5.11;Sickergrube, Klärgrube;Punkt;für Vermessung
1.1.2012;3509.0000;2.5.1.12;Sickerrohrleitung;Linie;für Vermessung
1.1.2012;5472.0000;2.3.5.3;Signal, Eisenbahnsignal;Punkt;für Vermessung
1.1.2012;51003-1201;;Silo;Flaeche;aus ALKIS
16.1.2014;5448.0000;2.3.6.5;Skilift, Schlepplift;Linie;für Vermessung
1.1.2012;53005-2400;;Skilift, Schlepplift;Linie;aus ALKIS
16.1.2014;6140.0000;2.2.7.25;Spargel;Flaeche;für Vermessung
1.1.2012;02310-3444;;Spargel (Nutzungsarten-Einzelsymbol);Punkt;aus ALKIS
16.1.2014;6140.0000;2.2.7.25;Spargel (Nutzungsarten-Gruppensymbol);Punkt;für Vermessung
1.1.2012;R2310-3444;;Spargel (Nutzungsarten-Gruppensymbol);Punkt;aus ALKIS
1.1.2012;31001-2142;;Speichergebäude;Flaeche;aus ALKIS
1.1.2012;51006-1410;;Spielfeld;Flaeche;aus ALKIS
1.1.2012;02310-3423;;Spielplatz, Bolzplatz (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;31001-3211;;Sport-, Turnhalle;Flaeche;aus ALKIS
1.1.2012;4216.0000;2.5.5.2;Springbrunnen, Zierbrunnen;Punkt;für Vermessung
16.1.2014;0323.0000;2.6.4.5;Spundmauer, -wand;Linie;für Vermessung
16.1.2014;L323.0000;2.6.4.5;Spundmauer, -wand  (in Aufnahmerichtung links);Linie;für Vermessung
16.1.2014;R323.0000;2.6.4.5;Spundmauer, -wand  (in Aufnahmerichtung rechts);Linie;für Vermessung
16.1.2014;5125.0000;3.2.5;Staatsstraße;Text;für Vermessung
1.1.2012;51006-1440;;Stadion;Flaeche;aus ALKIS
16.1.2014;0617.0000;3.1.3;Stadtbezirk;Text;für Vermessung
16.1.2014;0611.0000;3.1.1;Stadtgemeinde;Text;für Vermessung
16.1.2014;3452.0000;2.5.4.3;Stahlbetonmast;Punkt;für Vermessung
1.1.2012;3452.7001;;Stahlbetonmast (Elektrizitätsversorgung);Punkt;für Vermessung
1.1.2012;3452.7002;;Stahlbetonmast (Telekommunikation);Punkt;für Vermessung
16.1.2014;3454.7001;;Stahlgitterhochspannungsmast (Elektrizitätsversorgung);Punkt;für Vermessung
16.1.2014;3453.0000;2.5.4.1;Stahlgittermast;Punkt;für Vermessung
1.1.2012;3453.7001;;Stahlgittermast (Elektrizitätsversorgung);Punkt;für Vermessung
1.1.2012;3453.7002;;Stahlgittermast (Telekommunikation);Punkt;für Vermessung
16.1.2014;3451.0000;2.5.4.2;Stahlrohrmast;Punkt;für Vermessung
1.1.2012;3451.7001;;Stahlrohrmast (Elektrizitätsversorgung);Punkt;für Vermessung
1.1.2012;3451.7002;;Stahlrohrmast (Telekommunikation);Punkt;für Vermessung
16.1.2014;2724.0000;2.4.4;Stall;Text;für Vermessung
1.1.2012;5003.0000;2.3.2.8;Stationszeichen;Punkt;für Vermessung
1.1.2012;5003.0000;2.3.2.8;Stationszeichen (Textzusatz: Stationsangabe);Text;für Vermessung
16.1.2014;8621.0000;3.3.10;Stausee;Text;für Vermessung
16.1.2014;#999.7005;;Steigpfeil;Punkt;für Vermessung
16.1.2014;0462.0000;2.2.5;Steilrand;Linie;für Vermessung
16.1.2014;L462.0000;2.2.5;Steilrand (in Aufnahmerichtung links);Linie;für Vermessung
1.1.2012;R462.0000;2.2.5;Steilrand (in Aufnahmerichtung rechts);Linie;für Vermessung
1.1.2012;3198.0000;2.7.3.9;Stollenmundloch, Höhle, Kellereingang im Berg/Fels;Punkt;für Vermessung
1.1.2012;5296.0000;2.3.1.1;Straße, Weg - Begrenzung des befahrbaren Raumes;Linie;für Vermessung
1.1.2012;5435.0000;2.5.4.8;Straßenbahn-, Obusmast;Punkt;für Vermessung
1.1.2012;5432.0000;2.3.4.2;Straßenbahngleisachse;Linie;für Vermessung
1.1.2012;5434.0000;2.3.3.5;Straßenbahnhaltestelle;Punkt;für Vermessung
16.1.2014;5121.0000;3.2.9;Straßennamen;Text;für Vermessung
1.1.2012;3505.0000;2.5.5.6;Straßensinkkasten (Einlauf mittig);Punkt;für Vermessung
1.1.2012;3508.0000;2.5.5.7;Straßensinkkasten (Einlauf seitlich);Punkt;für Vermessung
16.1.2014;#232.7003;;Streckenstation Langzeitzählstelle;Punkt;für Vermessung
16.1.2014;6120.0000;2.2.7.2;Streuobstacker;Flaeche;für Vermessung
1.1.2012;02310-3440;;Streuobstacker (Nutzungsarten-Einzelsymbol);Punkt;aus ALKIS
16.1.2014;6120.0000;2.2.7.2;Streuobstacker (Nutzungsarten-Gruppensymbol);Punkt;für Vermessung
1.1.2012;R2310-3440;;Streuobstacker (Nutzungsarten-Gruppensymbol);Punkt;aus ALKIS
16.1.2014;6220.0000;2.2.7.4;Streuobstwiese;Flaeche;für Vermessung
1.1.2012;02310-3441;;Streuobstwiese (Nutzungsarten-Einzelsymbol);Punkt;aus ALKIS
16.1.2014;6220.0000;2.2.7.4;Streuobstwiese (Nutzungsarten-Gruppensymbol);Punkt;für Vermessung
1.1.2012;R2310-3441;;Streuobstwiese (Nutzungsarten-Gruppensymbol);Punkt;aus ALKIS
1.1.2012;0473.7001;;Stützmauer (als Begrenzung Straße / Wege);Linie;für Vermessung
1.1.2012;0473.7002;;Stützmauer (an Gewässer);Linie;für Vermessung
1.1.2012;0473.7003;;Stützmauer (an sonstigen Verkehrsanlagen);Linie;für Vermessung
1.1.2012;02310-3478;;Sumpf (Nutzungsarten-Einzelsymbol);Punkt;aus ALKIS
1.1.2012;R2310-3478;;Sumpf (Nutzungsarten-Gruppensymbol);Punkt;aus ALKIS
16.1.2014;1055.7001;;"Symbol ""Höhe Unterkante Bauwerk""";Punkt;für Vermessung
16.1.2014;1142.0000;2.4.6.2;Synagoge;Text;für Vermessung
1.1.2012;31001-3042;;Synagoge;Flaeche;aus ALKIS
1.1.2012;02310-3317;;Synagoge (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;02310-3407;;Tagebau, Grube, Steinbruch (Nutzungsartensymbol);Punkt;aus ALKIS
16.1.2014;3151.0000;2.2.7.29;Tagebau, Grube, Steinbruch: Erz;Punkt;für Vermessung
16.1.2014;3151.0000;2.2.7.29;Tagebau, Grube, Steinbruch: Erz;Flaeche;für Vermessung
16.1.2014;3161.0000;2.2.7.30;Tagebau, Grube, Steinbruch: Kohle;Punkt;für Vermessung
16.1.2014;3161.0000;2.2.7.30;Tagebau, Grube, Steinbruch: Kohle;Flaeche;für Vermessung
16.1.2014;3181.0000;2.2.7.31;Tagebau, Grube, Steinbruch: Lava, -schlacke;Punkt;für Vermessung
16.1.2014;3181.0000;2.2.7.31;Tagebau, Grube, Steinbruch: Lava, -schlacke;Flaeche;für Vermessung
16.1.2014;3141.0000;2.2.7.28;Tagebau, Grube, Steinbruch: Steine, Gestein, Festgestein;Punkt;für Vermessung
16.1.2014;3141.0000;2.2.7.28;Tagebau, Grube, Steinbruch: Steine, Gestein, Festgestein;Flaeche;für Vermessung
1.1.2012;1732.0000;2.5.9.7;Tank- und Rastanlage (Nutzungssymbol);Punkt;für Vermessung
1.1.2012;1731.0000;2.5.9.5;Tankstelle (Nutzungssymbol);Punkt;für Vermessung
1.1.2012;02310-3401;;Tankstelle (Nutzungssymbol);Punkt;aus ALKIS
16.1.2014;8801.0001;3.3.11;Teich;Text;für Vermessung
1.1.2012;31001-3032;;Theater, Oper;Flaeche;aus ALKIS
1.1.2012;02310-3314;;Theater, Oper (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;5174.0000;2.3.1.19;Tiefbord (Randeinfassung);Linie;für Vermessung
1.1.2012;31001-2465;;Tiefgarage;Flaeche;aus ALKIS
16.1.2014;2363.0000;2.4.6.8;Tiefgarage (Nutzungssymbol);Punkt;für Vermessung
1.1.2012;02310-3336;;Tiefgarage (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;3447.0000;2.5.6.5;Transformator, Umformer;Punkt;für Vermessung
16.1.2014;51004-0000;;Transport, Transportanlage;Flaeche;aus ALKIS
1.1.2012;51004-1100;;Transportanlage, z.B. Rohrleitung, Pipeline;Linie;aus ALKIS
16.1.2014;3401.0000;2.5.2.13;Transportrichtungspfeil;Punkt;für Vermessung
1.1.2012;3401.7001;;Transportrichtungspfeil (Wasser-Ver-/Entsorgung);Punkt;für Vermessung
1.1.2012;31001-3081;;Trauerhalle;Flaeche;aus ALKIS
16.1.2014;#23B.7007;;Trennfuge;Linie;für Vermessung
16.1.2014;1044.7001;;Treppe (maßst.), Begrenzung und Stufen;Linie;für Vermessung
1.1.2012;8083.7001;;Treppe (unmaßst.);Linie;für Vermessung
16.1.2014;1048.0000;2.4.5.4;Treppenunterkante (Freitreppe);Linie;für Vermessung
1.1.2012;0162.0000;2.1.1;Trigonometrischer Punkt (Boden-, Hochpunkt, Exzentrum, ober-, unterirdisch);Punkt;für Vermessung
1.1.2012;0162.0000;2.1.1;Trigonometrischer Punkt (Boden-, Hochpunkt, Exzentrum, ober-, unterirdisch);Text;für Vermessung
1.1.2012;5292.0000;2.3.2.10;Tür im Wildschutzzaun, Lärmschutzwand o.ä.;Punkt;für Vermessung
1.1.2012;9701.0000;2.7.4.12;Turm;Punkt;für Vermessung
1.1.2012;9701.0000;2.7.4.12;Turm;Text;für Vermessung
1.1.2012;51001-0000;;Turm;Flaeche;aus ALKIS
1.1.2012;02320-2514;;Turm im Gebäude;Linie;aus ALKIS
16.1.2014;1194.0000;2.4.6.4;U-Bahn-Bahnhof, -Haltestelle, -Haltepunkt (Nutzungssymbol);Punkt;für Vermessung
1.1.2012;02310-3328;;U-Bahn-Bahnhof, -Haltestelle, -Haltepunkt (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;31001-3094;;U-Bahn-Bahnhof-Gebäude;Flaeche;aus ALKIS
1.1.2012;51009-1610;;Überdachung;Flaeche;aus ALKIS
1.1.2012;1045.0000;2.4.4.1;Überdachung, offene Halle, Durchfahrt, Markierung für  ~;Linie;für Vermessung
16.1.2014;#23B.7008;;Übergangskonstruktion;Linie;für Vermessung
1.1.2012;8037.0000;2.3.8.1;Uferlinie, fest;Linie;für Vermessung
1.1.2012;8038.0000;2.3.8.2;Uferlinie, veränderlich oder unbestimmbar;Linie;für Vermessung
1.1.2012;5746.0000;2.7.4.2;Uhr;Punkt;für Vermessung
1.1.2012;31001-2523;;Umformer, Transformator (Gebäude und Bauwerk);Flaeche;aus ALKIS
1.1.2012;R2310-3521;;"Umformer, Transformator (Gebäude und Bauwerk), ""Blitz""-Signatur""";Punkt;aus ALKIS
16.1.2014;3445.0000;2.5.1.13;Ummantelung;Linie;für Vermessung
1.1.2012;3445.7001;;Ummantelung (Elektrizitätsversorgung);Punkt;für Vermessung
1.1.2012;3445.7002;;Ummantelung (Telekommunikation);Punkt;für Vermessung
1.1.2012;02310-3404;;Umspannstation (Symbol Gebäude);Punkt;aus ALKIS
1.1.2012;02310-3480;;Unland, Vegetationslose Fläche (Nutzungsarten-Einzelsymbol);Punkt;aus ALKIS
1.1.2012;R2310-3480;;Unland, Vegetationslose Fläche (Nutzungsarten-Gruppensymbol);Punkt;aus ALKIS
1.1.2012;3428.0000;2.5.5.4;Unterflurhydrant;Punkt;für Vermessung
1.1.2012;02310-3481;;Vegetationslose Fläche, Fels (Nutzungsarten-Einzelsymbol);Punkt;aus ALKIS
1.1.2012;R2310-3481;;Vegetationslose Fläche, Fels (Nutzungsarten-Gruppensymbol);Punkt;aus ALKIS
1.1.2012;02310-3484;;Vegetationslose Fläche, Sand (Nutzungsarten-Einzelsymbol);Punkt;aus ALKIS
1.1.2012;R2310-3484;;Vegetationslose Fläche: Sand (Nutzungsarten-Gruppensymbol);Punkt;aus ALKIS
1.1.2012;31001-3036;;Veranstaltungsgebäude;Flaeche;aus ALKIS
16.1.2014;3489.7003;;Verbindungs-, Abzweigmuffe (AUSA-Kabel);Punkt;für Vermessung
1.1.2012;5287.0000;2.3.3.7;Verkehrs-, Wechselverkehrszeichenbrücke;Punkt;für Vermessung
1.1.2012;5284.0000;2.3.3.4;Verkehrsampel;Punkt;für Vermessung
1.1.2012;5286.0000;2.3.3.3;Verkehrszeichen (feststehend);Punkt;für Vermessung
1.1.2012;13003-0000;;Vermessungspunkt, Kleinpunkt;Punkt;aus AFIS
1.1.2012;13003-0000;;Vermessungspunkt, Kleinpunkt;Text;aus AFIS
1.1.2012;5282.7003;;Versorgungsanschluss für WVZ-Anlage;Punkt;für Vermessung
1.1.2012;31001-3010;;Verwaltungsgebäude;Flaeche;aus ALKIS
1.1.2012;1033.0000;2.4.2.2;Vollgeschosse, Anzahl der ~;Text;für Vermessung
16.1.2014;5279.0000;2.3.1.15;Vorankündigungspfeil;Punkt;für Vermessung
1.1.2012;51003-0000;;Vorratsbehälter, Speicherbauwerk;Flaeche;aus ALKIS
1.1.2012;02310-3522;;Vorratsbehälter, Speicherbauwerk, Silo (Symbol);Punkt;aus ALKIS
1.1.2012;5622.0000;2.3.10.3;Wagenfähre (Symbol);Punkt;für Vermessung
1.1.2012;02310-3456;;Wald - allgemein (Nutzungsarten-Einzelsymbol);Punkt;aus ALKIS
1.1.2012;R2310-3456;;Wald - allgemein (Nutzungsarten-Gruppensymbol);Punkt;aus ALKIS
1.1.2012;31001-2513;;Wasserbehälter;Flaeche;aus ALKIS
1.1.2012;3421.0000;2.5.2.1;Wasserleitung, oberirdisch;Linie;für Vermessung
1.1.2012;3423.0000;2.5.1.1;Wasserleitung, unterirdisch;Linie;für Vermessung
16.1.2014;3429.7001;;Wasserschieber;Punkt;für Vermessung
16.1.2014;2514.0000;2.5.5.14;Wasserturm;Punkt;für Vermessung
1.1.2012;51001-1001;;Wasserturm;Flaeche;aus ALKIS
1.1.2012;5282.7001;;Wechselverkehrszeichen, freistehend;Punkt;für Vermessung
16.1.2014;5201.0000;3.2.8;Weg;Text;für Vermessung
1.1.2012;5215.0000;2.3.1.21;Weg unter 1mm Kartenbreite;Linie;für Vermessung
1.1.2012;8508.7001;;Wegeseitengraben, Rinne, Straßengraben;Linie;für Vermessung
1.1.2012;5282.0000;2.3.3.2;Wegweiser von besonderer Bedeutung;Punkt;für Vermessung
1.1.2012;8062.0000;2.3.10.5;Wehr;Linie;für Vermessung
16.1.2014;8802.0000;3.3.12;Weiher;Text;für Vermessung
16.1.2014;6400.0000;2.2.7.9;Weingarten;Flaeche;für Vermessung
1.1.2012;02310-3448;;Weingarten (Nutzungsarten-Einzelsymbol);Punkt;aus ALKIS
16.1.2014;6400.0000;2.2.7.9;Weingarten (Nutzungsarten-Gruppensymbol);Punkt;für Vermessung
1.1.2012;R2310-3448;;Weingarten (Nutzungsarten-Gruppensymbol);Punkt;aus ALKIS
16.1.2014;1721.0000;2.4.4;Werkstatt;Text;für Vermessung
1.1.2012;4242.0000;2.3.2.9;Wildschutzzaun;Linie;für Vermessung
1.1.2012;4242.0000;2.3.2.9;Wildschutzzaun;Text;für Vermessung
1.1.2012;3495.7001;;Windanzeiger;Punkt;für Vermessung
1.1.2012;3495.0000;2.5.6.2;Windrad, -motor;Punkt;für Vermessung
1.1.2012;02310-3501;;Windrad, -motor;Punkt;aus ALKIS
1.1.2012;51002-1220;;Windrad, -motor;Flaeche;aus ALKIS
1.1.2012;31001-1000;;Wohngebäude;Flaeche;aus ALKIS
16.1.2014;5449.0000;2.3.6.6;Zahnradbahn, Bergbahn;Linie;für Vermessung
16.1.2014;0353.7001;;Zaun;Punkt;für Vermessung
16.1.2014;L353.0000;2.2.8;Zaun, (in Aufnahmerichtung links);Linie;für Vermessung
1.1.2012;R353.0000;2.2.8;Zaun, (in Aufnahmerichtung rechts);Linie;für Vermessung
16.1.2014;A353.0000;2.2.8;Zaun, beidseitig;Linie;für Vermessung
16.1.2014;0353.7003;;Zaun, gemeinschaftlich;Linie;für Vermessung
1.1.2012;31001-3014;;Zollamt;Flaeche;aus ALKIS
1.1.2012;02310-3410;;Zoo (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;1208.0000;2.4.5.1;Zufahrt, Einfahrt;Punkt;für Vermessung
1.1.2012;1209.0000;2.4.5.2;Zugang, Eingang;Punkt;für Vermessung
16.1.2014;0291.0000;2.6.2.1;Zugehörigkeitshaken;Punkt;für Vermessung
16.1.2014;0292.0000;2.6.2.2;Zuordnungspfeil;Punkt;für Vermessung
1.1.2012;02320-2004;;Zuordnungspfeil (auch bei abweichendem Rechtszustand);Linie;aus ALKIS
1.1.2012;99999.9999;;sonstige Beschriftung;Text;
1.1.2012;99999.9999;;sonstige Flaeche;Flaeche;
1.1.2012;99999.9999;;sonstige Linie;Linie;
1.1.2012;99999.9999;;sonstiger Punkt;Punkt;
